ActivityID,DealID,RepID,ActivityDateKey,ActivityType,DurationMinutes,ProductCategory
125,10011,154,20240111,Meeting,35,HR Tech
126,10011,154,20240112,Call,21,HR Tech
127,10011,154,20240112,Meeting,55,HR Tech
128,10011,154,20240115,Email,12,HR Tech
129,10011,154,20240115,Email,6,HR Tech
130,10011,154,20240116,Meeting,56,HR Tech
131,10011,154,20240116,Call,16,HR Tech
132,10011,154,20240117,Demo,75,HR Tech
133,10011,154,20240117,Email,13,HR Tech
134,10011,154,20240118,Call,24,HR Tech
135,10011,154,20240119,Meeting,34,HR Tech
136,10011,154,20240122,Call,44,HR Tech
137,10011,154,20240126,Call,38,HR Tech
138,10011,154,20240129,Email,12,HR Tech
139,10011,154,20240130,Demo,89,HR Tech
140,10011,154,20240131,Call,27,HR Tech
141,10011,154,20240201,Email,5,HR Tech
142,10011,154,20240202,Meeting,39,HR Tech
143,10011,154,20240205,Call,31,HR Tech
144,10012,131,20240109,Call,15,BI Reporting
145,10012,131,20240110,Call,25,BI Reporting
146,10012,131,20240123,Email,5,BI Reporting
147,10012,131,20240220,Call,22,BI Reporting
148,10013,109,20240202,Call,22,CRM
149,10013,109,20240205,Email,14,CRM
150,10013,109,20240206,Call,35,CRM
151,10013,109,20240206,Email,13,CRM
152,10013,109,20240207,Call,25,CRM
153,10014,111,20240123,Call,39,Security
154,10014,111,20240123,Call,20,Security
155,10014,111,20240124,Email,8,Security
156,10014,111,20240129,Workshop,224,Security
157,10014,111,20240129,Meeting,74,Security
158,10014,111,20240130,Email,11,Security
159,10014,111,20240131,Email,12,Security
160,10014,111,20240201,Email,13,Security
161,10014,111,20240202,Call,15,Security
162,10014,111,20240202,Email,6,Security
163,10014,111,20240202,Meeting,73,Security
164,10014,111,20240205,Email,14,Security
165,10014,111,20240206,Meeting,47,Security
166,10014,111,20240206,Meeting,54,Security
167,10014,111,20240206,Meeting,61,Security
168,10015,113,20240115,Meeting,46,BI Reporting
169,10015,113,20240116,Call,24,BI Reporting
170,10015,113,20240118,Meeting,58,BI Reporting
171,10016,106,20240117,Email,15,Security
172,10016,106,20240118,Call,32,Security
173,10016,106,20240119,Email,11,Security
174,10016,106,20240122,Call,37,Security
175,10016,106,20240423,Call,17,Security
176,10016,106,20240424,Call,30,Security
177,10016,106,20240425,Email,8,Security
178,10016,106,20240426,Call,40,Security
179,10017,110,20240112,Meeting,46,Analytics
180,10017,110,20240115,Workshop,233,Analytics
181,10017,110,20240116,Email,11,Analytics
182,10017,152,20240117,Demo,75,Analytics
183,10017,110,20240118,Meeting,73,Analytics
184,10017,110,20240131,Call,22,Analytics
185,10017,110,20240201,Meeting,60,Analytics
186,10017,110,20240201,Call,38,Analytics
187,10017,110,20240202,Call,41,Analytics
188,10017,110,20240202,Call,41,Analytics
189,10017,110,20240205,Call,26,Analytics
190,10017,110,20240205,Meeting,56,Analytics
191,10017,110,20240206,Email,6,Analytics
192,10017,110,20240206,Meeting,87,Analytics
193,10017,110,20240207,Call,42,Analytics
194,10018,109,20240201,Call,22,HR Tech
195,10018,109,20240201,Call,28,HR Tech
196,10018,109,20240202,Call,17,HR Tech
197,10018,109,20240202,Email,13,HR Tech
198,10018,109,20240202,Email,15,HR Tech
199,10019,109,20240131,Email,6,Analytics
200,10019,109,20240201,Demo,111,Analytics
201,10019,109,20240202,Demo,99,Analytics
202,10019,109,20240205,Email,10,Analytics
203,10019,109,20240205,Call,40,Analytics
204,10019,109,20240206,Workshop,191,Analytics
205,10019,109,20240207,Email,13,Analytics
206,10019,109,20240208,Email,6,Analytics
207,10019,109,20240212,Email,11,Analytics
208,10019,109,20240213,Email,6,Analytics
209,10019,109,20240214,Email,5,Analytics
210,10019,109,20240222,Demo,88,Analytics
211,10019,109,20240223,Call,38,Analytics
212,10019,109,20240226,Email,11,Analytics
213,10020,133,20240131,Email,5,Security
214,10020,133,20240201,Meeting,49,Security
215,10020,133,20240206,Meeting,43,Security
216,10021,125,20240122,Call,17,BI Reporting
217,10021,148,20240123,Demo,79,BI Reporting
218,10021,125,20240124,Call,16,BI Reporting
219,10021,125,20240125,Email,7,BI Reporting
220,10021,125,20240126,Meeting,73,BI Reporting
221,10021,125,20240129,Email,12,BI Reporting
222,10021,125,20240130,Demo,97,BI Reporting
223,10021,125,20240202,Email,9,BI Reporting
224,10021,125,20240205,Call,20,BI Reporting
225,10021,114,20240206,Demo,64,BI Reporting
226,10021,125,20240207,Call,43,BI Reporting
227,10021,125,20240208,Call,45,BI Reporting
228,10021,143,20240209,Demo,83,BI Reporting
229,10021,125,20240430,Email,10,BI Reporting
230,10021,125,20240502,Call,25,BI Reporting
231,10021,125,20240503,Meeting,60,BI Reporting
232,10021,125,20240506,Call,24,BI Reporting
233,10021,125,20240507,Call,31,BI Reporting
234,10021,125,20240508,Email,11,BI Reporting
235,10022,141,20240131,Meeting,43,Security
236,10022,141,20240201,Meeting,63,Security
237,10022,141,20240202,Meeting,75,Security
238,10022,141,20240206,Meeting,70,Security
239,10022,141,20240207,Meeting,78,Security
240,10022,141,20240213,Call,45,Security
241,10022,141,20240214,Demo,67,Security
242,10022,141,20240319,Email,5,Security
243,10022,141,20240320,Email,14,Security
244,10023,154,20240108,Email,15,HR Tech
245,10023,154,20240108,Meeting,51,HR Tech
246,10023,154,20240109,Meeting,42,HR Tech
247,10023,154,20240109,Meeting,35,HR Tech
248,10024,113,20240125,Call,29,Analytics
249,10024,113,20240126,Email,14,Analytics
250,10024,113,20240202,Call,17,Analytics
251,10024,113,20240212,Email,13,Analytics
252,10025,115,20240207,Demo,84,Security
253,10025,115,20240208,Demo,77,Security
254,10025,115,20240208,Demo,71,Security
255,10025,142,20240209,Workshop,144,Security
256,10025,115,20240209,Email,8,Security
257,10025,115,20240212,Email,13,Security
258,10025,115,20240229,Meeting,64,Security
259,10025,115,20240301,Email,7,Security
260,10026,138,20240131,Call,38,HR Tech
261,10026,138,20240201,Email,15,HR Tech
262,10026,138,20240205,Email,6,HR Tech
263,10026,138,20240206,Call,31,HR Tech
264,10026,138,20240206,Meeting,59,HR Tech
265,10027,122,20240104,Email,9,HR Tech
266,10027,122,20240105,Email,13,HR Tech
267,10027,122,20240110,Call,29,HR Tech
268,10027,122,20240116,Email,9,HR Tech
269,10028,101,20240122,Email,14,HR Tech
270,10028,101,20240123,Meeting,33,HR Tech
271,10028,101,20240216,Meeting,85,HR Tech
272,10028,101,20240219,Meeting,40,HR Tech
273,10029,155,20240111,Workshop,136,Security
274,10029,155,20240111,Meeting,90,Security
275,10029,155,20240112,Email,8,Security
276,10029,155,20240112,Call,16,Security
277,10029,155,20240112,Call,27,Security
278,10029,155,20240115,Email,15,Security
279,10029,155,20240118,Email,8,Security
280,10029,155,20240118,Email,11,Security
281,10029,155,20240119,Call,26,Security
282,10029,155,20240123,Meeting,58,Security
283,10029,155,20240123,Demo,72,Security
284,10030,147,20240131,Email,11,HR Tech
285,10030,147,20240201,Email,12,HR Tech
286,10030,147,20240205,Call,34,HR Tech
287,10030,147,20240228,Call,26,HR Tech
288,10031,101,20240220,Call,34,Analytics
289,10031,101,20240221,Call,43,Analytics
290,10031,101,20240222,Call,37,Analytics
291,10031,101,20240223,Call,23,Analytics
292,10031,101,20240304,Email,9,Analytics
293,10031,101,20240305,Call,21,Analytics
294,10031,101,20240306,Meeting,65,Analytics
295,10031,101,20240307,Meeting,89,Analytics
296,10031,101,20240315,Email,13,Analytics
297,10031,101,20240318,Call,19,Analytics
298,10031,101,20240319,Email,11,Analytics
299,10031,101,20240409,Call,41,Analytics
300,10031,101,20240410,Meeting,67,Analytics
301,10031,101,20240411,Call,29,Analytics
302,10032,133,20240109,Call,22,Security
303,10032,133,20240110,Call,33,Security
304,10032,133,20240111,Meeting,88,Security
305,10032,133,20240115,Call,17,Security
306,10032,133,20240116,Demo,79,Security
307,10032,133,20240116,Call,18,Security
308,10032,133,20240117,Call,32,Security
309,10032,133,20240117,Call,37,Security
310,10032,133,20240118,Email,8,Security
311,10032,133,20240202,Meeting,50,Security
312,10032,133,20240205,Call,33,Security
313,10033,150,20240130,Email,5,CRM
314,10033,143,20240130,Demo,93,CRM
315,10033,150,20240130,Email,14,CRM
316,10033,150,20240130,Call,34,CRM
317,10033,150,20240130,Demo,103,CRM
318,10033,150,20240130,Call,43,CRM
319,10033,150,20240131,Meeting,31,CRM
320,10033,150,20240131,Demo,101,CRM
321,10033,150,20240131,Email,10,CRM
322,10033,150,20240131,Email,13,CRM
323,10033,150,20240131,Email,12,CRM
324,10033,150,20240131,Meeting,60,CRM
325,10033,150,20240201,Email,12,CRM
326,10033,150,20240201,Call,15,CRM
327,10033,150,20240201,Workshop,180,CRM
328,10033,114,20240202,Workshop,144,CRM
329,10034,122,20240202,Email,12,HR Tech
330,10034,122,20240205,Email,12,HR Tech
331,10034,122,20240206,Meeting,34,HR Tech
332,10034,122,20240308,Call,31,HR Tech
333,10034,122,20240308,Call,27,HR Tech
334,10034,143,20240308,Workshop,213,HR Tech
335,10034,148,20240311,Workshop,172,HR Tech
336,10034,122,20240311,Meeting,34,HR Tech
337,10034,122,20240311,Email,11,HR Tech
338,10034,122,20240312,Meeting,87,HR Tech
339,10034,122,20240312,Call,22,HR Tech
340,10034,122,20240312,Email,8,HR Tech
341,10035,128,20240123,Email,15,Analytics
342,10035,128,20240124,Meeting,82,Analytics
343,10035,128,20240126,Email,14,Analytics
344,10035,128,20240129,Meeting,63,Analytics
345,10035,128,20240212,Email,11,Analytics
346,10036,130,20240304,Call,37,HR Tech
347,10036,130,20240305,Meeting,41,HR Tech
348,10036,130,20240306,Email,13,HR Tech
349,10036,130,20240307,Call,34,HR Tech
350,10036,130,20240308,Email,8,HR Tech
351,10036,130,20240311,Email,9,HR Tech
352,10036,130,20240312,Call,44,HR Tech
353,10036,130,20240313,Email,13,HR Tech
354,10036,114,20240314,Workshop,237,HR Tech
355,10036,130,20240315,Email,5,HR Tech
356,10036,130,20240402,Email,15,HR Tech
357,10036,130,20240403,Call,33,HR Tech
358,10036,130,20240404,Email,7,HR Tech
359,10036,130,20240405,Email,5,HR Tech
360,10036,130,20240408,Email,10,HR Tech
361,10036,130,20240409,Call,22,HR Tech
362,10036,130,20240410,Email,11,HR Tech
363,10036,142,20240411,Demo,100,HR Tech
364,10036,130,20240412,Call,26,HR Tech
365,10036,143,20240415,Demo,99,HR Tech
366,10037,106,20240130,Email,9,Analytics
367,10037,106,20240130,Email,5,Analytics
368,10037,106,20240130,Meeting,90,Analytics
369,10037,106,20240201,Email,9,Analytics
370,10038,115,20240206,Call,29,HR Tech
371,10038,115,20240208,Email,11,HR Tech
372,10038,115,20240213,Meeting,63,HR Tech
373,10039,129,20240125,Meeting,42,CRM
374,10039,129,20240126,Call,40,CRM
375,10039,129,20240129,Meeting,45,CRM
376,10039,129,20240129,Call,22,CRM
377,10040,121,20240201,Meeting,46,HR Tech
378,10040,121,20240207,Email,10,HR Tech
379,10040,121,20240215,Call,29,HR Tech
380,10041,112,20250127,Meeting,56,BI Reporting
381,10041,112,20250128,Meeting,48,BI Reporting
382,10041,112,20250407,Meeting,34,BI Reporting
383,10041,112,20250408,Meeting,30,BI Reporting
384,10041,112,20250930,Email,8,BI Reporting
385,10042,103,20240111,Meeting,38,CRM
386,10042,103,20240111,Email,15,CRM
387,10042,103,20240111,Call,40,CRM
388,10042,103,20240111,Call,16,CRM
389,10042,103,20240111,Call,22,CRM
390,10042,103,20240111,Meeting,78,CRM
391,10042,103,20240111,Email,13,CRM
392,10042,103,20240111,Call,23,CRM
393,10043,112,20240112,Meeting,73,Security
394,10043,114,20240112,Demo,92,Security
395,10043,112,20240112,Email,10,Security
396,10043,112,20240112,Meeting,31,Security
397,10043,112,20240112,Meeting,53,Security
398,10043,112,20240112,Call,37,Security
399,10043,112,20240112,Meeting,86,Security
400,10043,112,20240112,Email,13,Security
401,10043,112,20240112,Meeting,86,Security
402,10043,112,20240112,Call,45,Security
403,10043,142,20240112,Demo,63,Security
404,10043,112,20240112,Email,10,Security
405,10043,112,20240112,Workshop,160,Security
406,10043,112,20240112,Call,39,Security
407,10043,152,20240112,Workshop,164,Security
408,10043,112,20240112,Call,17,Security
409,10043,112,20240112,Email,7,Security
410,10043,112,20240112,Email,5,Security
411,10043,112,20240112,Meeting,55,Security
412,10043,112,20240112,Email,14,Security
413,10043,112,20240112,Email,5,Security
414,10044,154,20240105,Meeting,33,CRM
415,10044,154,20240105,Meeting,60,CRM
416,10044,154,20240105,Email,13,CRM
417,10044,114,20240105,Demo,116,CRM
418,10044,154,20240108,Email,10,CRM
419,10044,154,20240108,Email,15,CRM
420,10044,154,20240108,Email,8,CRM
421,10044,154,20240109,Meeting,67,CRM
422,10044,154,20240109,Email,5,CRM
423,10044,154,20240109,Workshop,150,CRM
424,10044,154,20240110,Meeting,78,CRM
425,10044,154,20240110,Meeting,47,CRM
426,10044,154,20240110,Email,15,CRM
427,10044,154,20240110,Call,38,CRM
428,10044,154,20240111,Demo,73,CRM
429,10045,107,20240126,Email,8,CRM
430,10045,107,20240129,Email,8,CRM
431,10045,107,20240129,Email,14,CRM
432,10045,107,20240130,Meeting,45,CRM
433,10045,107,20240130,Meeting,68,CRM
434,10045,107,20240131,Demo,78,CRM
435,10045,107,20240131,Meeting,43,CRM
436,10045,107,20240201,Call,17,CRM
437,10045,107,20240216,Email,5,CRM
438,10045,107,20240219,Call,33,CRM
439,10045,107,20240220,Call,36,CRM
440,10045,107,20240221,Email,10,CRM
441,10045,107,20240308,Meeting,35,CRM
442,10045,107,20240311,Meeting,64,CRM
443,10045,107,20240312,Call,31,CRM
444,10046,141,20240322,Call,21,HR Tech
445,10046,141,20240325,Meeting,30,HR Tech
446,10046,141,20240326,Meeting,73,HR Tech
447,10046,141,20240327,Call,42,HR Tech
448,10046,141,20240415,Meeting,34,HR Tech
449,10046,141,20240416,Call,32,HR Tech
450,10046,141,20240417,Call,34,HR Tech
451,10046,141,20240418,Call,32,HR Tech
452,10046,141,20240523,Call,28,HR Tech
453,10046,141,20240524,Meeting,82,HR Tech
454,10046,141,20240527,Email,10,HR Tech
455,10046,141,20240528,Call,35,HR Tech
456,10047,151,20240131,Meeting,58,BI Reporting
457,10047,151,20240201,Call,18,BI Reporting
458,10047,151,20240202,Meeting,90,BI Reporting
459,10047,151,20240205,Demo,100,BI Reporting
460,10047,151,20240209,Meeting,62,BI Reporting
461,10047,151,20240212,Email,12,BI Reporting
462,10047,151,20240213,Call,26,BI Reporting
463,10047,151,20240221,Meeting,63,BI Reporting
464,10047,151,20240222,Meeting,58,BI Reporting
465,10047,151,20240223,Email,10,BI Reporting
466,10047,151,20240306,Call,16,BI Reporting
467,10047,151,20240307,Demo,95,BI Reporting
468,10047,151,20240308,Demo,102,BI Reporting
469,10048,129,20240118,Demo,118,BI Reporting
470,10048,129,20240119,Meeting,64,BI Reporting
471,10048,129,20240122,Email,9,BI Reporting
472,10048,129,20240123,Email,12,BI Reporting
473,10048,129,20240124,Meeting,61,BI Reporting
474,10048,129,20240125,Call,21,BI Reporting
475,10048,129,20240125,Email,14,BI Reporting
476,10048,129,20240126,Call,20,BI Reporting
477,10048,129,20240129,Email,5,BI Reporting
478,10048,129,20240130,Call,19,BI Reporting
479,10048,129,20240131,Call,24,BI Reporting
480,10049,124,20240116,Call,35,Security
481,10049,124,20240117,Email,14,Security
482,10049,124,20240118,Email,15,Security
483,10049,124,20240119,Call,15,Security
484,10049,124,20240124,Meeting,37,Security
485,10050,128,20240129,Email,6,Security
486,10050,128,20240130,Call,15,Security
487,10050,148,20240131,Demo,74,Security
488,10050,128,20240201,Call,26,Security
489,10050,142,20240202,Workshop,173,Security
490,10050,128,20240205,Email,10,Security
491,10050,128,20240206,Call,19,Security
492,10050,128,20240207,Meeting,74,Security
493,10050,128,20240228,Email,5,Security
494,10050,128,20240229,Email,13,Security
495,10050,128,20240301,Call,22,Security
496,10050,152,20240304,Workshop,235,Security
497,10050,128,20240305,Meeting,87,Security
498,10050,128,20240306,Call,39,Security
499,10050,128,20240307,Meeting,78,Security
500,10050,128,20240308,Email,8,Security
501,10051,150,20240110,Email,6,CRM
502,10051,150,20240111,Meeting,51,CRM
503,10051,150,20240118,Email,7,CRM
504,10052,141,20240108,Meeting,45,CRM
505,10052,141,20240109,Email,6,CRM
506,10052,141,20240110,Meeting,55,CRM
507,10052,141,20240111,Email,12,CRM
508,10052,141,20240112,Email,7,CRM
509,10052,141,20240115,Call,21,CRM
510,10052,141,20240119,Email,7,CRM
511,10052,141,20240122,Email,9,CRM
512,10052,141,20240123,Email,11,CRM
513,10052,141,20240124,Meeting,83,CRM
514,10052,141,20240125,Email,9,CRM
515,10052,141,20240126,Meeting,47,CRM
516,10053,155,20240130,Email,5,Security
517,10053,155,20240131,Call,38,Security
518,10053,155,20240201,Call,18,Security
519,10053,155,20240202,Workshop,178,Security
520,10053,155,20240205,Email,5,Security
521,10053,155,20240206,Demo,109,Security
522,10053,155,20240207,Call,27,Security
523,10053,152,20240208,Demo,115,Security
524,10053,155,20240209,Email,15,Security
525,10053,155,20240212,Email,11,Security
526,10053,155,20240229,Call,38,Security
527,10053,155,20240301,Email,10,Security
528,10053,155,20240304,Call,32,Security
529,10053,155,20240305,Meeting,70,Security
530,10053,155,20240306,Email,10,Security
531,10053,155,20240307,Meeting,59,Security
532,10053,155,20240308,Call,39,Security
533,10053,155,20240311,Meeting,53,Security
534,10053,114,20240312,Demo,116,Security
535,10054,138,20240206,Meeting,76,Analytics
536,10054,138,20240221,Email,9,Analytics
537,10054,138,20240227,Call,39,Analytics
538,10055,115,20240108,Email,14,Analytics
539,10055,115,20240108,Meeting,82,Analytics
540,10055,115,20240109,Call,32,Analytics
541,10055,115,20240109,Email,7,Analytics
542,10055,115,20240109,Meeting,31,Analytics
543,10055,115,20240109,Call,40,Analytics
544,10055,115,20240110,Email,12,Analytics
545,10055,115,20240110,Demo,60,Analytics
546,10055,115,20240110,Email,5,Analytics
547,10055,143,20240110,Demo,82,Analytics
548,10055,115,20240110,Email,10,Analytics
549,10056,119,20240116,Email,7,Analytics
550,10056,119,20240117,Meeting,54,Analytics
551,10056,119,20240118,Email,8,Analytics
552,10056,119,20240118,Meeting,73,Analytics
553,10056,119,20240119,Email,8,Analytics
554,10056,119,20240119,Email,5,Analytics
555,10056,119,20240122,Meeting,64,Analytics
556,10056,119,20240122,Call,39,Analytics
557,10056,119,20240123,Email,5,Analytics
558,10056,119,20240123,Meeting,80,Analytics
559,10057,135,20240118,Email,12,Security
560,10057,135,20240119,Call,28,Security
561,10057,135,20240124,Email,11,Security
562,10057,135,20240126,Demo,118,Security
563,10057,135,20240129,Call,26,Security
564,10057,135,20240129,Call,19,Security
565,10057,135,20240130,Email,6,Security
566,10057,135,20240201,Email,10,Security
567,10057,135,20240201,Email,7,Security
568,10057,135,20240202,Call,44,Security
569,10057,135,20240205,Email,11,Security
570,10057,135,20240206,Call,30,Security
571,10057,152,20240206,Demo,88,Security
572,10057,114,20240207,Workshop,177,Security
573,10057,135,20240207,Demo,119,Security
574,10058,138,20240220,Call,43,CRM
575,10058,138,20240304,Call,22,CRM
576,10058,138,20240305,Email,10,CRM
577,10058,138,20240313,Email,14,CRM
578,10059,106,20240131,Email,10,HR Tech
579,10059,106,20240201,Call,29,HR Tech
580,10059,106,20240220,Meeting,58,HR Tech
581,10059,106,20240221,Email,11,HR Tech
582,10060,121,20240222,Email,11,HR Tech
583,10060,121,20240223,Call,38,HR Tech
584,10060,121,20240226,Call,36,HR Tech
585,10060,121,20240227,Email,15,HR Tech
586,10060,121,20240228,Email,8,HR Tech
587,10060,121,20240229,Meeting,39,HR Tech
588,10060,121,20240320,Email,8,HR Tech
589,10060,121,20240321,Call,16,HR Tech
590,10060,121,20240322,Demo,91,HR Tech
591,10060,121,20240325,Email,12,HR Tech
592,10060,121,20240326,Meeting,39,HR Tech
593,10060,121,20240327,Email,10,HR Tech
594,10060,121,20240411,Call,37,HR Tech
595,10060,121,20240412,Meeting,67,HR Tech
596,10060,152,20240412,Workshop,131,HR Tech
597,10060,121,20240415,Meeting,53,HR Tech
598,10060,121,20240415,Meeting,70,HR Tech
599,10060,121,20240416,Demo,98,HR Tech
600,10060,121,20240416,Email,10,HR Tech
601,10060,121,20240417,Workshop,200,HR Tech
602,10060,121,20240417,Email,8,HR Tech
603,10060,121,20240418,Call,22,HR Tech
604,10061,150,20240103,Call,38,CRM
605,10061,150,20240103,Meeting,78,CRM
606,10061,150,20240108,Meeting,62,CRM
607,10061,150,20240108,Email,6,CRM
608,10061,150,20240108,Email,10,CRM
609,10062,119,20240205,Email,9,BI Reporting
610,10062,143,20240206,Demo,89,BI Reporting
611,10062,119,20240207,Call,27,BI Reporting
612,10062,119,20240208,Email,7,BI Reporting
613,10062,119,20240209,Email,6,BI Reporting
614,10062,119,20240212,Call,40,BI Reporting
615,10062,119,20240229,Email,13,BI Reporting
616,10062,119,20240301,Email,12,BI Reporting
617,10062,119,20240304,Demo,75,BI Reporting
618,10062,119,20240305,Email,5,BI Reporting
619,10062,119,20240306,Email,14,BI Reporting
620,10062,119,20240409,Call,28,BI Reporting
621,10062,119,20240410,Email,9,BI Reporting
622,10062,118,20240411,Workshop,197,BI Reporting
623,10062,119,20240411,Call,35,BI Reporting
624,10062,119,20240412,Call,21,BI Reporting
625,10062,119,20240412,Call,19,BI Reporting
626,10062,119,20240415,Meeting,55,BI Reporting
627,10062,119,20240415,Demo,106,BI Reporting
628,10062,119,20240416,Email,9,BI Reporting
629,10062,119,20240417,Email,13,BI Reporting
630,10063,103,20240209,Email,13,BI Reporting
631,10063,103,20240212,Call,24,BI Reporting
632,10063,103,20240223,Call,26,BI Reporting
633,10063,103,20240226,Call,23,BI Reporting
634,10064,147,20240110,Meeting,83,HR Tech
635,10064,147,20240111,Email,13,HR Tech
636,10064,147,20240111,Call,44,HR Tech
637,10064,147,20240115,Email,12,HR Tech
638,10064,147,20240115,Meeting,55,HR Tech
639,10065,129,20240118,Email,9,CRM
640,10065,129,20240119,Email,9,CRM
641,10065,129,20240124,Call,44,CRM
642,10065,129,20240125,Meeting,59,CRM
643,10066,129,20240122,Email,6,BI Reporting
644,10066,129,20240123,Meeting,56,BI Reporting
645,10066,129,20240126,Call,33,BI Reporting
646,10066,129,20240129,Meeting,41,BI Reporting
